TSLA_forecast_,AAPL_forecast_,MSFT_forecast_,AMZN_forecast_,NVDA_forecast_,GOOGL_forecast_,SPY_forecast_
0.14323578867329817,0.08290381286347348,0.020148904508505545,0.05513572146746849,0.026441998719186538,0.03717513710787708,0.013746856718079438
0.09787455986335436,0.0732609395859204,0.040588618019158515,0.02268846556708487,0.07052334983066982,0.023439523525999817,0.03507348574270262
0.015360335419933036,0.043937418571975126,0.015759103052401885,0.000611622062325734,0.03618621313379516,0.018810416180510922,2.5733553499288075e-06
0.0263013869899143,0.0017185071032453404,0.0012398393778151086,-0.0027284956603837555,0.018405092612242935,0.1267065487653303,0.050428156976342065
0.09973555842060766,0.052469872726976986,0.01058784122150708,0.014054299273677243,0.017482157806568276,0.0819541577961442,0.0908169823150938
0.060444791317372654,0.05291879309870767,0.016571417127639432,0.017500721321488624,0.036204353439909506,0.10298456813754786,0.0651706765715707
0.027412085482126397,0.01155583210608592,0.01812799327438789,-0.01834333615530017,0.045781285994843615,0.10792933957022224,0.05138073794939828
0.07488939328447702,0.06300601503745926,0.00974419531582877,0.031090954776676574,0.06004009176025979,0.09585192400576413,0.05532226865902972
0.024672458009408465,0.039249925490520435,0.028745987828425967,-0.002463914311609961,0.03438893540965161,0.1077823240468185,0.04943756543085928
0.047265178105011046,0.0419725817822974,0.016561133586691826,0.02218201457836949,0.0567023352560303,0.08404178055510234,0.03683593838822874
0.03684242892056858,0.026089628086837402,0.03406813210692447,-0.0013078196582616414,0.05017781976857438,0.07844600329937042,0.010126938839203473
0.07482609806696397,0.06806109206323332,0.025234323501365508,0.023134753272014454,0.08499639419058744,0.09219993774876845,0.044152009522238495
0.010745116984107253,0.05585083783619436,0.05537196697175485,0.007580957133951016,0.1293578862458122,0.026430782538416027,0.015863270225685788
0.06305673150915624,0.04776582884450399,0.017168259798986323,-0.0028054120218583625,0.03358229132324256,0.02126452946221048,0.023050601377541294
0.06840895777485452,0.031212837245728813,0.054507319498128995,0.022050203247187067,0.056131529869243586,0.039228831715555045,0.03547074776067366
0.09020405994013966,0.07408164599131743,0.04257570842807293,0.011223335459783865,0.12250286446627556,0.009802558578522275,0.022259637388687775
-0.0007451397622360162,0.025871506060333616,0.05511582745789652,-0.03118198722109225,0.00615292423831626,-0.023841664914154403,-0.011878118762392427
0.07404140266226715,0.04770868031120033,0.03092155059216481,0.04277013194680705,0.046615844554876176,-0.04488748550377927,-0.022558141159060838
0.032607995001677936,0.03016629143745332,0.049782793432230604,-0.02556349621904766,0.054148843534478436,-0.09157344733351107,-0.04548499878441102
0.07544114487460377,0.07362549953502136,0.02177677002179633,0.014717052165432204,0.058596063348870325,-0.08192496407721302,-0.03901885176778036
-0.02269045424440025,-0.0018697469301470447,0.03477589581329246,-0.0704424572538497,0.014483960917008765,-0.01782518415590391,-0.015175804214427546
0.0506438314610103,0.008122443199700236,0.005146899957402452,-0.013421582106678626,-0.050799105425686414,-0.046705869232453456,-0.0673576949782258
0.01896609269432606,0.06945153046183966,0.025023676681697478,-0.002501713615755262,0.04780847464755916,-0.0477647164752799,0.02927199527547806
0.02077722182613337,0.005799351599201509,0.022677000418858353,-0.014617686349477542,0.07164046873411134,-0.07149667272713998,-0.009855307115694413
-0.049644353139818354,0.001268387541726257,0.009531450597271729,-0.03855210746179688,-0.03212595296347817,-0.08094566167592658,-0.02826318876233505
0.08774982769963326,0.06010731882408692,-0.009445638680639055,-0.0027983181544027624,0.043273573882994076,0.010933342369893281,0.061664978457476594
-0.03483595545469384,0.008532752257974195,0.022618240962797114,-0.08530703326928196,0.08502388879631645,-0.019380049809553046,0.016839455766354712
