TSLA_forecast_,AAPL_forecast_,MSFT_forecast_,AMZN_forecast_,NVDA_forecast_,GOOGL_forecast_,SPY_forecast_
-20.288418248251155,-10.438321449812863,-2.1635742787401844,6610055.564083269,2.0299271193902237,-0.6704682803043177,-4.174316224737813
13.056425841466691,8.694209456737804,-1.2730841594333027,-4688541793665.548,-5.5405050792352,-9.343592370338335,-4.559648206034709
5.918889021195696,-0.4103816741690268,-2.7057975194452006,3.3256069448879734e+18,2.16321168501322,-3.8753987263219907,-8.403552448988268
-8.745999526350518,-6.94427777637811,-5.347462376344922,-2.358870207098704e+24,-11.976508423571957,-13.147115713643274,-9.67403395494485
15.925875198265471,5.1938810859382585,2.548526185037531,1.6731588387169791e+30,-8.28939169664557,1.2006894152656067,-7.642857592147738
-13.196627776906318,-9.25481255925398,-9.65729268258623,-1.186780218408011e+36,-20.88074978325999,-5.608087864922962,-12.370185935066692
13.729992867058675,-5.899425745243723,-6.844870782443461,8.417893473189909e+41,2.076326126130666,-10.157946892588383,-14.662220932934328
-37.39812354616553,-3.9164672069470226,-3.997963715049461,-5.970855380537823e+47,-13.927117341063864,-6.337534081678024,-18.501004667212623
44.49890787262905,6.92586227094881,9.359608570021681,4.235158604565675e+53,6.953169019998732,7.361381227659082,-16.19535018314436
-102.12371083958544,-5.521583800189313,-19.39337764274589,-3.004019903796605e+59,-21.101848486168493,-10.300945464151422,-33.43294517657856
86.95269037106847,-9.606725428935642,-1.5402158715986607,2.130766855502832e+65,-24.541124066286947,4.31058916844566,-34.06341653325902
-129.19305189190263,-6.870722276248407,1.262126993459846,-1.511363951607436e+71,9.658878605222865,-3.2544519930068354,-48.03351236901993
244.7910927706682,5.370805824033569,8.428566419972572,1.0720182681269457e+77,0.21850642536412138,3.335319435638531,-50.08677068899934
-426.7589595308648,-5.409504967377135,-8.062269531318753,-7.603881023995715e+82,-11.35079979444414,-2.9285674598176374,-71.63531082728623
668.5694980192992,9.665971226738126,6.906721132403005,5.393472139994851e+88,37.73153278393209,20.582937606239785,-75.81004524697093
-962.7929692727502,6.291675499896432,7.700391401777975,-3.825617685640032e+94,-0.43178409240876614,2.41220479852747,-103.85547422519572
1481.9041189193722,7.84398820509886,11.5388194359427,2.7135304117276414e+100,20.986613665150443,4.248808062920088,-119.8016565513771
-2320.693978637722,-16.825720130840725,-16.379932349877528,-1.9247211562748988e+106,-17.496396490943702,-7.805792449619995,-169.52007530380013
3695.040125505517,2.919153146369227,0.9888114523529152,1.3652146714116173e+112,18.228166893451206,6.875126588411988,-196.78623512841878
-5929.429767546412,12.920918048776928,19.9452606810044,-9.683538277538064e+117,21.56615966112901,11.251372648261066,-240.73878021024333
9393.765910238255,-10.099675069513255,9.909281658583177,6.86858378657671e+123,-9.819511114104161,0.42205208701483354,-318.98947272727713
-14586.424770957712,3.508717498665886,-21.484323113568053,-4.871922006303961e+129,-22.09311160119612,-6.427263685504529,-394.3209396784434
22747.000838693257,11.797084892586218,-5.282518804641433,3.455679478191036e+135,14.767109902634951,12.375632132090429,-478.7201980334737
-35640.649901376266,-9.932531692087629,12.646273454368881,-2.451131327746798e+141,-28.263284956661725,-13.346697928313025,-610.8380152586342
56285.68331324932,-1.9870232774856569,14.798190262808536,1.7386001287963333e+147,-17.110945602438264,7.5462714182438155,-751.0584409835152
-89106.26490880949,-10.665620952578507,-35.11581281581052,-1.233198063944322e+153,-17.770659841216034,-14.868868805421972,-943.7948943742964
140411.04308173622,-0.7438012171421147,-16.57623449405983,8.747137652456564e+158,3.933499948031999,-4.511402323902205,-1170.0593810007117
