TSLA_forecast_,AAPL_forecast_,MSFT_forecast_,AMZN_forecast_,NVDA_forecast_,GOOGL_forecast_,SPY_forecast_
0.5896306332396657,0.2741930110913756,-0.2734875902055692,0.2766817217272594,0.3963449696051395,-0.23646392346220807,-0.03481920516661115
1.0818347571054907,0.26061723541285897,-0.31427164847345596,0.37263869199497374,0.37987386833971726,-0.43753044738164215,-0.005053788914688561
0.3905020701208676,0.3572778713916792,-0.42512293018191244,0.16608865607162737,-0.09464300305549714,-0.5900805479135616,0.012284168529155991
0.7790716493452239,0.41869869081780564,-0.5110716486756706,0.3450534496401652,0.14994830835804734,-0.5721965899282863,0.009865247724907924
0.6391907386225231,0.6361733676295062,-0.27045222039688666,0.16807782014613865,-0.4692286113864991,-0.5511084748338733,0.16507471749366454
0.866568693104954,0.47283833233314476,-0.36640276167847835,0.14571797219650712,-0.33854776473773,-0.6391505110547152,0.002041064478194448
0.8349312376031746,0.5085038553314899,-0.2713503947973852,0.16432562385977287,-0.16632856452732192,-0.4455501219893289,0.09039205417310985
0.7663154891044834,0.6029288716179362,-0.38245462850859774,0.23711662784095267,-0.24609448772197628,-0.534334490019899,0.0019791574427660084
0.5170252086582632,0.625701724672126,-0.15609427511495327,0.08463438687762491,-0.463515215513721,-0.3187701430908936,0.0787229166466521
0.8749723324136255,0.3898190211848155,-0.38020156718769915,0.043806709563451805,-0.5213521678463746,-0.49598769913536533,-0.01955614639302454
0.8584540492109851,0.8319233569524688,-0.2753641150743948,0.3042817378549238,-0.3045401765975833,-0.5478636795460164,0.055933459137588896
1.086568884973591,0.6141769865638262,-0.2401956175600934,0.0657467004745593,-0.2625414567537745,-0.6178280334724577,0.06457029463357211
1.2952462473748578,0.3481437298339174,-0.31500308205021577,0.17763007839846415,-0.19526466107526264,-0.35623051778005255,-0.050661067982950635
0.7262745092466021,0.3328276529164864,-0.03358268036497226,-0.029796951790774028,-0.6629410657593183,-0.35140910312617246,0.07183580880435679
0.5645828759741403,0.2831262987451633,-0.14616253172093574,0.0114011523003064,-0.1580280302593675,-0.14246517903617223,0.05604683934291446
1.2054431266742747,-0.06935528596234947,-0.04967872746063064,-0.2598849628987949,-0.8962725288917013,0.00523164999670311,0.037513453775407136
0.30337845932776397,0.3123066222153997,0.33987605948246213,-0.10747181862083607,-1.0660946683024506,-0.29936488643926445,0.21362818875748807
0.7117158076976369,-0.019141915608931186,0.18822045888782746,-0.2422884818724682,-0.7520678950279933,-0.179512116865008,0.04314105434249665
-0.18483471732190754,0.07653864525474345,0.3721687748502316,-0.18558830763899578,-0.6217473060108927,0.45543243896605334,0.24698686760727867
-0.9040695109740136,-0.3877825016151448,0.19095008201322186,-0.5013776767166958,-0.6181718580701643,0.6007066108745616,0.1474441167403216
-0.9448828841804018,-0.17203494335910832,0.15246738900443424,-0.40847393358909834,-1.1421340729795475,0.17656860521712098,0.13591062225281914
-0.5761943370651323,-0.11578627300769995,0.17603193874536271,-0.1265295229749166,-0.2751326270321154,0.3307839064853639,0.1944636069678669
-1.8067595568034684,0.07227903777429635,0.5554463984497593,-0.3427788267479759,-0.8033810342490098,0.4651570197950013,0.43846646318185784
-1.7455677641898346,-0.5229712660067809,0.15300394352502006,-0.37289907785963666,-0.5420246351801459,0.7077133834957811,0.19523702297067413
-1.7452569290017035,-0.27915902449890023,0.5145329114104543,-0.31314593607405306,-0.4991660305995963,0.7396878257789165,0.4307961501952249
-1.95991043443404,-0.45096993094552856,0.1769945695426377,-0.45612737329287795,-0.39846407991720506,0.9010644895836801,0.28759545816286175
-1.5905539757158922,0.0652233835795132,0.40656927542411003,-0.3219118550946156,-1.0305714224240294,0.6603104280507396,0.39025009899796687
